"Story","Title","Result","Date","Stability","Duration (s)"
"KiwiSaver Retirement Calculator","KiwiSaver - Information icon - UI validation using Applitools","SUCCESS","2020-11-18T15:45:51.629+13:00[Pacific/Auckland]","0.0","36.93"
